,product_id_x,product_category,product_name,product_price,scrapy_datetime,style_id,color_id,product_id_y,color_name,color_id_x,Size,Fit,Composition,More sustainable materials,Art. No.,color_id_y,Product safety
61,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993025,Light blue,025,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,"			                        ""FOR CHILD’S SAFETY, GARMENT SHOULD FIT SNUGLY. THIS GARMENT IS NOT FLAME RESISTANT. LOOSE-FITTING GARMENT IS MORE LIKELY TO CATCH FIRE."""
62,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993028,Denim blue,028,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,
63,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993028,Denim blue,028,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,"			                        ""FOR CHILD’S SAFETY, GARMENT SHOULD FIT SNUGLY. THIS GARMENT IS NOT FLAME RESISTANT. LOOSE-FITTING GARMENT IS MORE LIKELY TO CATCH FIRE."""
64,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993031,Dark denim blue,031,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,
65,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993031,Dark denim blue,031,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,"			                        ""FOR CHILD’S SAFETY, GARMENT SHOULD FIT SNUGLY. THIS GARMENT IS NOT FLAME RESISTANT. LOOSE-FITTING GARMENT IS MORE LIKELY TO CATCH FIRE."""
66,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993034,Pale denim blue,034,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,
67,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993034,Pale denim blue,034,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,"			                        ""FOR CHILD’S SAFETY, GARMENT SHOULD FIT SNUGLY. THIS GARMENT IS NOT FLAME RESISTANT. LOOSE-FITTING GARMENT IS MORE LIKELY TO CATCH FIRE."""
68,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993036,Blue,036,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,
69,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993036,Blue,036,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,"			                        ""FOR CHILD’S SAFETY, GARMENT SHOULD FIT SNUGLY. THIS GARMENT IS NOT FLAME RESISTANT. LOOSE-FITTING GARMENT IS MORE LIKELY TO CATCH FIRE."""
70,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993037,Dark blue,037,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,
